index,class,cap-shape,cap-surface,cap-color,odor,population,habitat
4627,poisonous,flat,fibrous,gray,foul,several,woods
4628,poisonous,flat,scaly,gray,foul,several,paths
4629,poisonous,convex,fibrous,gray,creosote,scattered,woods
4630,poisonous,flat,smooth,buff,foul,several,grasses
4631,edible,flat,fibrous,red,none,several,woods
4632,poisonous,convex,scaly,yellow,foul,several,paths
4633,poisonous,convex,scaly,gray,foul,soletary,woods
4634,poisonous,flat,scaly,gray,foul,several,grasses
4635,edible,flat,fibrous,gray,none,several,woods
4636,poisonous,convex,scaly,yellow,foul,soletary,woods
4637,poisonous,convex,scaly,yellow,foul,several,paths
4638,poisonous,flat,fibrous,yellow,foul,soletary,paths
4639,poisonous,convex,fibrous,yellow,foul,several,paths
4640,poisonous,convex,fibrous,yellow,foul,soletary,woods
4641,poisonous,convex,scaly,gray,foul,several,grasses
4642,poisonous,flat,smooth,white,foul,scattered,urban
4643,poisonous,convex,scaly,gray,foul,several,woods
4644,poisonous,convex,fibrous,yellow,foul,several,grasses
4645,poisonous,flat,scaly,gray,foul,soletary,paths
4646,poisonous,convex,scaly,gray,foul,several,paths
4647,poisonous,convex,fibrous,yellow,foul,several,woods
4648,edible,flat,scaly,purple,none,several,woods
4649,poisonous,flat,fibrous,yellow,foul,soletary,woods
4650,poisonous,flat,scaly,gray,foul,several,grasses
4651,poisonous,convex,scaly,yellow,foul,soletary,grasses
4652,poisonous,flat,fibrous,gray,foul,soletary,grasses
4653,edible,flat,scaly,brown,none,soletary,woods
4654,poisonous,convex,fibrous,yellow,foul,several,paths
4655,poisonous,flat,fibrous,gray,foul,soletary,woods
4656,poisonous,convex,scaly,gray,foul,soletary,paths
4657,poisonous,flat,fibrous,yellow,foul,soletary,grasses
4658,poisonous,convex,fibrous,yellow,foul,several,woods
4659,poisonous,convex,scaly,yellow,foul,several,paths
4660,poisonous,convex,fibrous,yellow,foul,several,paths
4661,poisonous,flat,scaly,gray,foul,several,grasses
4662,poisonous,convex,smooth,white,foul,scattered,urban
4663,edible,flat,scaly,red,none,clustered,waster
4664,edible,convex,scaly,purple,none,soletary,woods
4665,poisonous,convex,scaly,yellow,foul,several,grasses
4666,poisonous,convex,scaly,gray,foul,soletary,woods
4667,poisonous,convex,fibrous,yellow,foul,soletary,paths
4668,poisonous,flat,fibrous,gray,foul,soletary,woods
4669,poisonous,convex,scaly,gray,foul,soletary,paths
4670,poisonous,flat,fibrous,gray,foul,soletary,grasses
4671,poisonous,flat,fibrous,yellow,foul,soletary,grasses
4672,poisonous,convex,scaly,gray,foul,soletary,paths
4673,poisonous,flat,scaly,gray,foul,soletary,paths
4674,edible,flat,smooth,pink,none,clustered,waster
4675,poisonous,flat,fibrous,gray,foul,soletary,paths
4676,poisonous,convex,scaly,yellow,foul,soletary,paths
4677,poisonous,convex,scaly,gray,foul,soletary,paths
4678,poisonous,flat,fibrous,yellow,foul,several,grasses
4679,poisonous,convex,fibrous,yellow,foul,soletary,woods
4680,poisonous,flat,scaly,gray,foul,soletary,woods
4681,poisonous,flat,scaly,yellow,foul,soletary,paths
4682,poisonous,convex,scaly,gray,foul,soletary,grasses
4683,poisonous,convex,scaly,gray,foul,soletary,woods
4684,poisonous,flat,fibrous,yellow,foul,soletary,paths
4685,poisonous,flat,fibrous,gray,foul,soletary,woods
4686,poisonous,convex,scaly,gray,foul,soletary,paths
4687,poisonous,flat,fibrous,yellow,foul,several,paths
4688,poisonous,flat,scaly,gray,foul,several,woods
4689,poisonous,convex,scaly,gray,foul,soletary,grasses
4690,poisonous,flat,fibrous,gray,foul,several,woods
4691,poisonous,convex,scaly,gray,foul,soletary,grasses
4692,poisonous,flat,fibrous,gray,foul,several,woods
4693,poisonous,convex,scaly,yellow,foul,soletary,paths
4694,poisonous,convex,fibrous,yellow,foul,soletary,grasses
4695,poisonous,convex,scaly,gray,foul,several,paths
4696,poisonous,flat,fibrous,yellow,foul,several,paths
4697,edible,flat,scaly,brown,none,soletary,woods
4698,poisonous,flat,fibrous,gray,foul,soletary,woods
4699,poisonous,convex,scaly,yellow,foul,soletary,paths
4700,poisonous,convex,smooth,gray,foul,scattered,grasses
4701,poisonous,flat,scaly,yellow,foul,several,paths
4702,poisonous,convex,scaly,yellow,foul,several,paths
4703,poisonous,convex,fibrous,white,creosote,scattered,woods
4704,poisonous,convex,fibrous,yellow,foul,soletary,woods
4705,poisonous,flat,smooth,buff,foul,scattered,urban
4706,poisonous,convex,scaly,yellow,foul,soletary,grasses
4707,poisonous,convex,scaly,gray,foul,soletary,woods
4708,poisonous,flat,fibrous,yellow,foul,soletary,grasses
4709,poisonous,flat,smooth,pink,none,several,grasses
4710,poisonous,flat,smooth,buff,foul,several,urban
4711,poisonous,convex,scaly,gray,foul,several,grasses
4712,poisonous,convex,scaly,gray,foul,soletary,grasses
4713,poisonous,convex,scaly,gray,foul,several,grasses
4714,poisonous,flat,fibrous,gray,foul,soletary,paths
4715,poisonous,flat,fibrous,gray,foul,several,paths
4716,poisonous,convex,fibrous,yellow,foul,soletary,paths
4717,poisonous,flat,fibrous,yellow,foul,several,paths
4718,edible,flat,scaly,purple,none,several,woods
4719,poisonous,convex,fibrous,yellow,foul,soletary,grasses
4720,edible,flat,fibrous,red,none,several,woods
4721,poisonous,flat,fibrous,yellow,foul,soletary,grasses
4722,poisonous,convex,fibrous,yellow,foul,several,grasses
4723,poisonous,convex,scaly,brown,foul,several,leaves
4724,poisonous,convex,scaly,gray,foul,soletary,grasses
4725,poisonous,convex,fibrous,yellow,foul,soletary,woods
4726,poisonous,flat,fibrous,gray,foul,soletary,grasses
4727,poisonous,convex,scaly,gray,foul,several,paths
4728,poisonous,convex,scaly,gray,foul,soletary,grasses
4729,poisonous,convex,fibrous,yellow,foul,soletary,woods
4730,poisonous,flat,fibrous,yellow,foul,soletary,grasses
4731,poisonous,flat,scaly,gray,foul,several,paths
4732,poisonous,flat,scaly,gray,foul,soletary,grasses
4733,edible,flat,scaly,brown,none,soletary,woods
4734,poisonous,convex,scaly,yellow,foul,several,grasses
4735,edible,flat,fibrous,red,none,soletary,woods
4736,poisonous,convex,fibrous,yellow,foul,soletary,woods
4737,poisonous,convex,scaly,gray,foul,soletary,paths
4738,poisonous,flat,scaly,gray,foul,soletary,paths
4739,poisonous,convex,fibrous,yellow,foul,soletary,paths
4740,poisonous,flat,fibrous,gray,foul,several,woods
4741,poisonous,flat,fibrous,gray,foul,several,woods
4742,poisonous,flat,scaly,gray,foul,soletary,paths
4743,poisonous,flat,scaly,gray,foul,soletary,grasses
4744,poisonous,convex,fibrous,yellow,foul,several,woods
4745,poisonous,convex,scaly,yellow,foul,soletary,paths
4746,poisonous,flat,fibrous,yellow,foul,several,woods
4747,poisonous,convex,scaly,gray,foul,soletary,woods
4748,poisonous,flat,fibrous,yellow,foul,soletary,paths
4749,poisonous,flat,scaly,gray,foul,several,woods
4750,poisonous,convex,fibrous,pink,creosote,scattered,woods
4751,poisonous,flat,fibrous,yellow,foul,several,woods
4752,poisonous,convex,scaly,gray,foul,several,woods
4753,poisonous,convex,scaly,yellow,foul,soletary,grasses
4754,poisonous,convex,scaly,gray,foul,several,woods
4755,poisonous,flat,scaly,yellow,foul,several,paths
4756,poisonous,convex,scaly,gray,foul,soletary,paths
4757,poisonous,convex,fibrous,yellow,foul,several,woods
4758,poisonous,flat,scaly,gray,foul,several,woods
4759,poisonous,flat,scaly,gray,foul,several,grasses
4760,poisonous,convex,scaly,yellow,foul,soletary,woods
4761,poisonous,flat,fibrous,yellow,foul,soletary,woods
4762,poisonous,convex,scaly,gray,foul,several,woods
4763,poisonous,convex,scaly,yellow,foul,soletary,woods
4764,poisonous,convex,scaly,gray,foul,several,woods
4765,poisonous,convex,scaly,gray,foul,soletary,grasses
4766,poisonous,convex,fibrous,yellow,foul,several,grasses
4767,poisonous,convex,scaly,gray,foul,soletary,woods
4768,poisonous,flat,fibrous,gray,foul,soletary,paths
4769,poisonous,flat,fibrous,gray,foul,several,grasses
4770,poisonous,convex,scaly,gray,foul,several,paths
4771,poisonous,convex,fibrous,yellow,foul,several,woods
4772,poisonous,convex,scaly,gray,foul,soletary,woods
4773,poisonous,flat,fibrous,gray,foul,several,paths
4774,poisonous,convex,scaly,yellow,foul,several,paths
4775,poisonous,convex,fibrous,yellow,foul,several,woods
4776,poisonous,flat,scaly,gray,foul,soletary,woods
4777,poisonous,flat,fibrous,gray,foul,several,paths
4778,edible,convex,smooth,pink,none,clustered,waster
4779,poisonous,flat,fibrous,yellow,foul,several,woods
4780,poisonous,convex,smooth,pink,creosote,several,woods
4781,poisonous,convex,fibrous,yellow,foul,soletary,grasses
4782,poisonous,flat,fibrous,gray,foul,soletary,paths
4783,poisonous,convex,fibrous,yellow,foul,soletary,grasses
4784,edible,flat,fibrous,red,none,soletary,woods
4785,poisonous,convex,scaly,yellow,foul,several,woods
4786,poisonous,convex,fibrous,yellow,foul,soletary,grasses
4787,poisonous,flat,scaly,gray,foul,several,grasses
4788,poisonous,flat,fibrous,yellow,foul,soletary,grasses
4789,edible,flat,scaly,brown,none,several,woods
4790,poisonous,convex,scaly,yellow,foul,soletary,paths
4791,poisonous,flat,fibrous,gray,foul,several,paths
4792,poisonous,convex,scaly,yellow,foul,several,paths
4793,poisonous,flat,fibrous,yellow,foul,soletary,woods
4794,poisonous,flat,scaly,yellow,foul,soletary,woods
4795,poisonous,flat,scaly,gray,foul,several,grasses
4796,poisonous,flat,fibrous,gray,foul,several,grasses
4797,poisonous,convex,scaly,yellow,foul,soletary,grasses
4798,poisonous,flat,scaly,gray,foul,soletary,paths
4799,poisonous,convex,scaly,yellow,foul,soletary,grasses
4800,edible,flat,fibrous,gray,none,soletary,woods
4801,poisonous,convex,smooth,gray,foul,scattered,grasses
4802,poisonous,convex,scaly,brown,foul,several,paths
4803,poisonous,flat,smooth,gray,foul,several,grasses
4804,poisonous,flat,scaly,gray,foul,soletary,grasses
4805,poisonous,flat,scaly,yellow,foul,several,grasses
4806,poisonous,flat,scaly,gray,foul,several,woods
4807,edible,flat,scaly,red,none,clustered,waster
4808,poisonous,flat,scaly,gray,foul,several,paths
4809,poisonous,convex,fibrous,yellow,foul,several,grasses
4810,poisonous,flat,fibrous,gray,foul,soletary,woods
4811,poisonous,convex,scaly,yellow,foul,soletary,woods
4812,poisonous,flat,fibrous,yellow,foul,soletary,grasses
4813,edible,flat,scaly,brown,none,clustered,waster
4814,poisonous,flat,scaly,gray,foul,several,grasses
4815,poisonous,knobbed,fibrous,brown,none,several,woods
4816,poisonous,flat,fibrous,gray,foul,several,woods
4817,poisonous,flat,fibrous,yellow,foul,several,paths
4818,poisonous,convex,scaly,brown,spicy,several,paths
4819,poisonous,flat,fibrous,gray,foul,several,woods
4820,poisonous,flat,fibrous,gray,foul,soletary,paths
4821,poisonous,flat,smooth,white,foul,several,grasses
4822,poisonous,flat,fibrous,yellow,foul,several,woods
4823,poisonous,convex,scaly,gray,foul,soletary,grasses
4824,poisonous,convex,fibrous,yellow,foul,soletary,grasses
4825,edible,convex,scaly,red,none,clustered,waster
4826,poisonous,flat,scaly,yellow,foul,several,woods
4827,poisonous,bell,fibrous,yellow,none,several,woods
4828,poisonous,flat,scaly,yellow,foul,several,woods
4829,poisonous,convex,smooth,gray,foul,scattered,urban
4830,poisonous,flat,scaly,yellow,foul,several,woods
4831,poisonous,flat,fibrous,yellow,foul,several,grasses
4832,edible,knobbed,scaly,red,none,clustered,waster
4833,poisonous,flat,fibrous,yellow,foul,several,paths
4834,poisonous,flat,fibrous,yellow,foul,several,paths
4835,edible,knobbed,scaly,brown,none,several,leaves
4836,poisonous,convex,smooth,white,creosote,several,woods
4837,poisonous,convex,fibrous,yellow,foul,soletary,grasses
4838,poisonous,convex,fibrous,yellow,foul,several,paths
4839,poisonous,convex,fibrous,yellow,foul,soletary,woods
4840,poisonous,flat,scaly,yellow,foul,several,paths
4841,poisonous,bell,smooth,buff,none,several,grasses
4842,poisonous,convex,smooth,white,foul,several,grasses
4843,edible,flat,scaly,red,none,soletary,woods
4844,poisonous,bell,smooth,white,none,several,meadows
4845,edible,flat,scaly,pink,none,clustered,waster
4846,poisonous,convex,smooth,white,foul,several,grasses
4847,edible,knobbed,scaly,brown,none,clustered,waster
4848,poisonous,convex,scaly,yellow,foul,soletary,paths
4849,poisonous,flat,smooth,buff,foul,several,urban
4850,poisonous,flat,scaly,gray,foul,several,woods
4851,poisonous,convex,scaly,yellow,foul,several,woods
4852,poisonous,convex,scaly,gray,foul,several,woods
4853,poisonous,convex,fibrous,yellow,foul,soletary,paths
4854,poisonous,convex,scaly,yellow,foul,several,woods
4855,poisonous,convex,scaly,yellow,foul,soletary,woods
4856,poisonous,convex,fibrous,yellow,foul,soletary,paths
4857,poisonous,convex,scaly,gray,foul,soletary,paths
4858,poisonous,flat,fibrous,gray,foul,several,paths
4859,edible,knobbed,smooth,red,none,clustered,waster
4860,edible,flat,scaly,brown,none,clustered,waster
4861,edible,flat,smooth,buff,none,clustered,waster
4862,poisonous,convex,scaly,yellow,foul,several,woods
4863,edible,flat,fibrous,gray,none,several,woods
4864,poisonous,flat,fibrous,yellow,foul,soletary,paths
4865,poisonous,flat,scaly,gray,foul,soletary,grasses
4866,poisonous,convex,smooth,gray,foul,several,grasses
4867,poisonous,flat,fibrous,gray,foul,several,paths
4868,poisonous,convex,fibrous,yellow,foul,soletary,woods
4869,poisonous,flat,fibrous,yellow,foul,several,grasses
4870,poisonous,convex,scaly,brown,foul,several,leaves
4871,poisonous,flat,fibrous,gray,foul,several,paths
4872,edible,flat,scaly,brown,none,clustered,waster
4873,edible,flat,scaly,red,none,several,woods
4874,poisonous,flat,scaly,gray,foul,soletary,grasses
4875,poisonous,convex,scaly,yellow,foul,several,paths
4876,poisonous,flat,fibrous,gray,foul,soletary,woods
4877,edible,flat,fibrous,red,none,several,woods
4878,poisonous,convex,scaly,yellow,foul,several,paths
4879,poisonous,flat,fibrous,yellow,foul,soletary,paths
4880,poisonous,flat,fibrous,gray,foul,several,paths
4881,poisonous,flat,scaly,yellow,foul,soletary,woods
4882,poisonous,convex,scaly,gray,foul,several,woods
4883,poisonous,bell,scaly,white,none,several,meadows
4884,poisonous,flat,fibrous,yellow,foul,soletary,paths
4885,poisonous,convex,scaly,brown,foul,several,woods
4886,poisonous,flat,fibrous,gray,foul,soletary,grasses
4887,poisonous,convex,scaly,yellow,foul,several,grasses
4888,poisonous,flat,scaly,yellow,foul,soletary,paths
4889,edible,flat,scaly,pink,none,clustered,waster
4890,poisonous,convex,smooth,white,foul,scattered,grasses
4891,poisonous,flat,scaly,gray,foul,soletary,grasses
4892,poisonous,convex,scaly,gray,foul,several,paths
4893,poisonous,convex,fibrous,yellow,foul,several,grasses
4894,poisonous,flat,smooth,buff,foul,scattered,urban
4895,poisonous,convex,fibrous,gray,creosote,several,woods
4896,poisonous,convex,fibrous,yellow,foul,soletary,paths
4897,poisonous,flat,scaly,gray,foul,soletary,grasses
4898,poisonous,flat,scaly,yellow,foul,soletary,paths
4899,edible,convex,scaly,green,none,soletary,woods
4900,edible,flat,scaly,white,none,several,woods
4901,poisonous,convex,fibrous,yellow,foul,several,woods
4902,poisonous,flat,scaly,yellow,foul,soletary,paths
4903,poisonous,flat,scaly,yellow,foul,soletary,grasses
4904,poisonous,convex,scaly,red,fishy,several,paths
4905,poisonous,convex,scaly,red,fishy,several,leaves
4906,poisonous,convex,scaly,gray,foul,soletary,woods
4907,poisonous,convex,scaly,yellow,foul,several,grasses
4908,poisonous,flat,fibrous,gray,foul,soletary,woods
4909,poisonous,convex,scaly,gray,foul,soletary,grasses
4910,poisonous,convex,scaly,yellow,foul,several,woods
4911,poisonous,flat,fibrous,yellow,foul,soletary,paths
4912,edible,flat,smooth,red,none,clustered,waster
4913,poisonous,flat,fibrous,yellow,foul,soletary,paths
4914,poisonous,convex,scaly,yellow,foul,soletary,paths
4915,poisonous,flat,smooth,gray,foul,scattered,grasses
4916,poisonous,flat,fibrous,yellow,foul,several,grasses
4917,poisonous,convex,scaly,yellow,foul,soletary,woods
4918,poisonous,convex,fibrous,yellow,foul,soletary,paths
4919,poisonous,convex,smooth,gray,foul,several,urban
4920,poisonous,flat,scaly,gray,foul,soletary,grasses
4921,poisonous,flat,fibrous,gray,foul,several,grasses
4922,poisonous,convex,smooth,white,creosote,several,woods
4923,poisonous,flat,scaly,gray,foul,soletary,paths
4924,edible,flat,scaly,red,none,soletary,woods
4925,poisonous,convex,fibrous,yellow,foul,soletary,grasses
4926,poisonous,convex,scaly,yellow,foul,soletary,paths
4927,edible,knobbed,smooth,buff,none,clustered,waster
4928,poisonous,flat,fibrous,yellow,foul,several,grasses
4929,poisonous,flat,fibrous,yellow,foul,several,woods
4930,poisonous,convex,scaly,yellow,foul,soletary,grasses
4931,edible,convex,fibrous,brown,none,several,leaves
4932,edible,convex,scaly,red,none,clustered,waster
4933,poisonous,convex,scaly,gray,foul,several,paths
4934,poisonous,convex,fibrous,yellow,foul,several,grasses
4935,poisonous,flat,smooth,gray,foul,several,grasses
4936,poisonous,convex,scaly,yellow,foul,soletary,grasses
4937,poisonous,flat,scaly,gray,foul,several,paths
4938,poisonous,convex,scaly,gray,foul,several,grasses
4939,poisonous,convex,scaly,brown,spicy,several,paths
4940,edible,knobbed,smooth,buff,none,clustered,waster
4941,poisonous,flat,fibrous,yellow,foul,soletary,woods
4942,poisonous,convex,fibrous,gray,foul,several,paths
4943,poisonous,flat,scaly,gray,foul,soletary,paths
4944,poisonous,convex,fibrous,yellow,foul,several,woods
4945,poisonous,flat,scaly,yellow,foul,several,grasses
4946,edible,knobbed,smooth,pink,none,clustered,waster
4947,poisonous,flat,scaly,brown,none,several,woods
4948,poisonous,convex,scaly,gray,foul,soletary,woods
4949,poisonous,convex,fibrous,yellow,foul,soletary,woods
4950,poisonous,convex,scaly,gray,foul,several,paths
4951,poisonous,flat,smooth,buff,foul,several,urban
4952,edible,flat,smooth,buff,none,clustered,waster
4953,poisonous,flat,smooth,white,foul,scattered,urban
4954,poisonous,flat,scaly,gray,foul,soletary,paths
4955,poisonous,convex,fibrous,yellow,foul,several,paths
4956,poisonous,flat,scaly,gray,foul,several,paths
4957,poisonous,flat,scaly,yellow,foul,soletary,grasses
4958,poisonous,flat,fibrous,yellow,foul,several,woods
4959,poisonous,convex,smooth,buff,foul,several,urban
4960,poisonous,flat,fibrous,gray,foul,soletary,paths
4961,poisonous,convex,scaly,gray,foul,soletary,woods
4962,poisonous,flat,fibrous,yellow,foul,soletary,grasses
4963,poisonous,flat,scaly,yellow,foul,soletary,woods
4964,poisonous,flat,smooth,gray,foul,scattered,urban
4965,edible,flat,smooth,buff,none,clustered,waster
4966,edible,convex,smooth,pink,none,clustered,waster
4967,edible,knobbed,smooth,brown,none,clustered,waster
4968,poisonous,flat,scaly,pink,none,several,grasses
4969,poisonous,flat,scaly,gray,foul,several,paths
4970,poisonous,convex,scaly,yellow,foul,several,paths
4971,poisonous,flat,fibrous,gray,foul,several,grasses
4972,poisonous,flat,fibrous,gray,foul,soletary,woods
4973,poisonous,convex,fibrous,yellow,foul,soletary,paths
4974,poisonous,flat,fibrous,gray,foul,several,woods
4975,poisonous,flat,scaly,gray,foul,soletary,woods
4976,poisonous,flat,scaly,yellow,foul,several,woods
4977,poisonous,flat,fibrous,yellow,foul,several,grasses
4978,poisonous,flat,scaly,yellow,foul,soletary,grasses
4979,poisonous,convex,scaly,yellow,foul,several,woods
4980,poisonous,convex,scaly,yellow,foul,soletary,paths
4981,poisonous,flat,scaly,gray,foul,several,grasses
4982,poisonous,flat,fibrous,gray,foul,soletary,woods
4983,poisonous,convex,scaly,yellow,foul,several,paths
4984,poisonous,convex,scaly,yellow,foul,soletary,paths
4985,edible,flat,scaly,purple,none,soletary,woods
4986,poisonous,flat,fibrous,gray,foul,several,grasses
4987,poisonous,convex,scaly,brown,fishy,several,leaves
4988,poisonous,convex,scaly,yellow,foul,several,grasses
4989,poisonous,convex,scaly,yellow,foul,soletary,paths
4990,poisonous,convex,scaly,gray,foul,several,grasses
4991,poisonous,flat,fibrous,yellow,foul,several,woods
4992,poisonous,convex,fibrous,yellow,foul,soletary,woods
4993,poisonous,convex,scaly,gray,foul,several,paths
4994,edible,flat,smooth,buff,none,clustered,waster
4995,poisonous,flat,fibrous,gray,foul,soletary,paths
4996,poisonous,flat,scaly,yellow,foul,several,woods
4997,edible,convex,smooth,brown,none,clustered,waster
4998,poisonous,flat,fibrous,gray,foul,soletary,paths
4999,poisonous,convex,scaly,gray,foul,several,woods
5000,poisonous,convex,scaly,brown,foul,several,paths
5001,poisonous,flat,fibrous,yellow,foul,several,woods
5002,poisonous,convex,scaly,brown,none,several,woods
5003,poisonous,bell,smooth,buff,none,several,grasses
5004,poisonous,flat,fibrous,yellow,foul,several,woods
5005,poisonous,flat,scaly,gray,foul,soletary,woods
5006,edible,flat,scaly,purple,none,soletary,woods
5007,poisonous,convex,fibrous,yellow,foul,several,grasses
5008,poisonous,flat,scaly,yellow,foul,soletary,grasses
5009,poisonous,flat,fibrous,yellow,foul,soletary,grasses
5010,poisonous,convex,scaly,yellow,foul,soletary,woods
5011,edible,convex,scaly,red,none,clustered,waster
5012,poisonous,flat,fibrous,gray,foul,several,grasses
5013,poisonous,convex,scaly,yellow,foul,several,grasses
5014,poisonous,convex,scaly,yellow,foul,several,paths
5015,poisonous,flat,scaly,gray,foul,several,paths
5016,edible,knobbed,smooth,buff,none,clustered,waster
5017,poisonous,flat,scaly,yellow,foul,soletary,woods
5018,poisonous,convex,scaly,gray,foul,several,paths
5019,poisonous,convex,fibrous,yellow,foul,several,woods
5020,poisonous,flat,fibrous,yellow,foul,several,paths
5021,poisonous,flat,smooth,white,foul,several,urban
5022,poisonous,convex,smooth,gray,creosote,several,woods
5023,poisonous,flat,scaly,yellow,foul,soletary,woods
5024,edible,flat,scaly,purple,none,several,woods
5025,poisonous,convex,fibrous,yellow,foul,soletary,woods
5026,poisonous,flat,scaly,gray,foul,soletary,woods
5027,poisonous,convex,fibrous,yellow,foul,several,grasses
5028,poisonous,convex,fibrous,yellow,foul,several,paths
5029,poisonous,convex,smooth,gray,foul,scattered,urban
5030,poisonous,flat,scaly,gray,foul,soletary,woods
5031,poisonous,flat,fibrous,yellow,foul,soletary,paths
5032,poisonous,flat,fibrous,yellow,foul,soletary,woods
5033,poisonous,convex,scaly,gray,foul,several,woods
5034,poisonous,convex,scaly,gray,foul,several,grasses
5035,poisonous,convex,scaly,gray,foul,soletary,woods
5036,poisonous,convex,fibrous,gray,foul,soletary,grasses
5037,poisonous,convex,scaly,yellow,foul,soletary,paths
5038,poisonous,flat,fibrous,gray,foul,several,grasses
5039,poisonous,flat,fibrous,yellow,foul,soletary,woods
5040,poisonous,convex,scaly,gray,foul,soletary,paths
5041,poisonous,flat,fibrous,yellow,foul,several,paths
5042,poisonous,convex,scaly,brown,spicy,several,leaves
5043,poisonous,convex,fibrous,yellow,foul,soletary,paths
5044,poisonous,convex,scaly,yellow,foul,several,paths
5045,poisonous,flat,smooth,buff,foul,several,grasses
5046,poisonous,flat,fibrous,gray,foul,several,woods
5047,poisonous,flat,scaly,yellow,foul,soletary,paths
5048,poisonous,convex,fibrous,yellow,foul,soletary,paths
5049,poisonous,flat,fibrous,gray,foul,several,woods
5050,poisonous,convex,scaly,yellow,foul,soletary,woods
5051,poisonous,convex,scaly,gray,foul,several,woods
5052,poisonous,convex,scaly,red,fishy,several,leaves
5053,edible,knobbed,scaly,buff,none,clustered,waster
5054,edible,flat,scaly,buff,none,clustered,waster
5055,poisonous,convex,scaly,gray,foul,soletary,woods
5056,poisonous,flat,fibrous,yellow,foul,soletary,paths
5057,poisonous,convex,scaly,gray,foul,soletary,grasses
5058,poisonous,flat,scaly,gray,foul,soletary,grasses
5059,poisonous,convex,smooth,buff,foul,scattered,urban
5060,poisonous,flat,scaly,yellow,foul,several,paths
5061,poisonous,convex,smooth,white,foul,scattered,urban
5062,poisonous,convex,fibrous,yellow,foul,several,paths
5063,poisonous,convex,scaly,gray,foul,soletary,paths
5064,poisonous,convex,smooth,white,foul,scattered,urban
5065,poisonous,flat,smooth,buff,foul,scattered,grasses
5066,poisonous,convex,smooth,white,foul,scattered,urban
5067,poisonous,flat,fibrous,yellow,foul,soletary,woods
5068,poisonous,flat,scaly,gray,foul,soletary,paths
5069,poisonous,convex,fibrous,yellow,foul,several,grasses
5070,poisonous,flat,fibrous,gray,foul,several,paths
5071,edible,convex,scaly,white,none,soletary,woods
5072,edible,convex,smooth,red,none,clustered,waster
5073,poisonous,convex,scaly,gray,foul,several,grasses
5074,poisonous,flat,fibrous,gray,foul,several,grasses
5075,poisonous,convex,scaly,brown,fishy,several,leaves
5076,poisonous,convex,scaly,gray,foul,several,paths
5077,poisonous,flat,fibrous,gray,foul,soletary,paths
5078,poisonous,flat,fibrous,yellow,foul,several,paths
5079,poisonous,flat,fibrous,yellow,foul,soletary,woods
5080,edible,flat,fibrous,red,none,soletary,woods
5081,poisonous,convex,scaly,yellow,foul,soletary,grasses
5082,poisonous,flat,scaly,yellow,foul,several,woods
5083,poisonous,flat,fibrous,gray,foul,several,paths
5084,poisonous,convex,scaly,yellow,foul,soletary,grasses
5085,poisonous,convex,fibrous,yellow,foul,soletary,paths
5086,poisonous,knobbed,fibrous,yellow,none,several,woods
5087,poisonous,flat,fibrous,yellow,foul,soletary,grasses
5088,edible,knobbed,fibrous,cinnamon,none,several,leaves
5089,poisonous,flat,fibrous,gray,foul,several,paths
5090,poisonous,flat,scaly,yellow,foul,soletary,paths
5091,poisonous,convex,scaly,gray,foul,several,woods
5092,poisonous,convex,scaly,gray,foul,several,paths
5093,poisonous,flat,fibrous,yellow,foul,several,grasses
5094,poisonous,flat,scaly,yellow,foul,several,woods
5095,poisonous,convex,fibrous,yellow,foul,soletary,woods
5096,poisonous,flat,fibrous,yellow,foul,several,paths
5097,poisonous,convex,scaly,yellow,foul,soletary,woods
5098,poisonous,bell,scaly,pink,none,several,grasses
5099,edible,knobbed,scaly,pink,none,clustered,waster
5100,poisonous,convex,scaly,yellow,foul,several,paths
5101,poisonous,convex,fibrous,yellow,foul,several,grasses
5102,edible,knobbed,scaly,buff,none,clustered,waster
5103,poisonous,flat,scaly,yellow,foul,soletary,woods
5104,poisonous,convex,smooth,white,foul,scattered,urban
5105,poisonous,convex,scaly,brown,spicy,several,paths
5106,poisonous,convex,scaly,brown,fishy,several,woods
5107,poisonous,convex,scaly,red,fishy,several,paths
5108,poisonous,flat,grooves,white,none,clustered,leaves
5109,poisonous,convex,smooth,gray,foul,several,urban
5110,edible,flat,scaly,cinnamon,none,several,leaves
5111,poisonous,convex,scaly,gray,foul,soletary,grasses
5112,poisonous,flat,scaly,yellow,foul,several,woods
5113,poisonous,flat,scaly,yellow,foul,soletary,paths
5114,edible,flat,scaly,pink,none,clustered,waster
5115,poisonous,convex,smooth,buff,foul,several,grasses
5116,poisonous,convex,smooth,gray,foul,scattered,grasses
5117,poisonous,convex,scaly,red,fishy,several,paths
5118,edible,knobbed,scaly,cinnamon,none,several,leaves
5119,poisonous,convex,smooth,white,foul,scattered,urban
5120,poisonous,convex,smooth,white,foul,several,grasses
5121,poisonous,flat,smooth,buff,foul,several,urban
5122,poisonous,flat,smooth,buff,foul,several,grasses
5123,edible,knobbed,scaly,cinnamon,none,several,leaves
5124,poisonous,convex,scaly,gray,foul,several,woods
5125,poisonous,flat,smooth,white,foul,several,grasses
5126,poisonous,flat,smooth,gray,foul,scattered,urban
5127,poisonous,conical,grooves,white,none,clustered,leaves
5128,poisonous,convex,smooth,gray,foul,scattered,urban
5129,poisonous,bell,grooves,white,none,clustered,leaves
5130,poisonous,convex,smooth,buff,foul,several,grasses
